"Gene","log2FC","p_value"
"Gene104",1.73012939043311,0.136441122274846
"Gene105",-1.35822230841775,0.910531187895685
"Gene106",-0.182266059485084,0.949869494186714
"Gene107",-0.206422893343512,0.315072485245764
"Gene108",0.306855179497852,0.594243110157549
"Gene109",0.273813397484499,0.0132580536883324
"Gene110",0.71436635928306,0.820483214920387
"Gene111",-0.351083202304266,0.876057763351128
"Gene112",0.437671382726324,0.977882469538599
"Gene113",0.966811676590625,0.446250883396715
"Gene114",-0.0277631024022652,0.982953717233613
"Gene115",-0.877915376035549,0.759571659145877
"Gene116",1.44062818974259,0.55794188589789
"Gene117",0.276207466782785,0.268184564309195
"Gene118",1.83480329582486,0.570675117895007
"Gene119",-0.426314494135337,0.560678954701871
"Gene120",-1.49040717074755,0.0694407050032169
"Gene121",-0.498525986250142,0.468720815610141
"Gene122",-0.361739092221529,0.679884009296075
"Gene123",-0.318020848471162,0.799813613761216
"Gene124",-0.511971535963939,0.165615569334477
"Gene125",-0.399857505912485,0.400256903842092
"Gene126",1.53294090926134,0.545292844064534
"Gene127",1.97351978221267,0.0679507537279278
"Gene128",-1.60210962230098,0.96422643144615
"Gene129",-0.190244851511072,0.488970952806994
"Gene130",0.0587437208011356,0.14897993998602
"Gene131",-0.307039388709014,0.137085870373994
"Gene132",-0.320212043452462,0.48000324354507
"Gene133",-2.06757367715206,0.110626854700968
"Gene134",2.76308070030063,0.316255379933864
"Gene135",1.84790001855783,0.466686317697167
"Gene136",1.75414349805638,0.281355213373899
"Gene137",0.229014196364282,0.409064075676724
"Gene138",0.00506406643934717,0.607609285274521
"Gene139",-0.788440087765631,0.0546166517306119
"Gene140",-0.000565821337877086,0.595492997439578
"Gene141",0.828929510837673,0.34173125308007
"Gene142",-0.137580965324797,0.079302404075861
"Gene143",1.61615991348803,0.870007670018822
"Gene144",-1.14281483868075,0.738032249035314
"Gene145",1.28656328791814,0.493355468148366
"Gene146",0.331831987937875,0.921925398986787
"Gene147",0.195173124388196,0.308463923167437
"Gene148",0.176185354328661,0.046882587717846
"Gene149",1.65958176162034,0.866907140705734
"Gene150",1.40990046150331,0.737276576925069
"Gene151",0.916191589249823,0.877875164151192
"Gene152",1.15033907549786,0.401436519809067
"Gene153",1.22579656872794,0.215278310701251
"Gene154",-0.287060151010171,0.767322870902717
"Gene155",0.510059923999669,0.670256226090714
"Gene156",-0.307248284994123,0.553418557392433
"Gene157",0.668204210187594,0.190602589864284
"Gene158",-0.739626508559624,0.463789318455383
"Gene159",0.717151965563509,0.044566861120984
"Gene160",0.0239914956789874,0.090218091616407
"Gene161",1.20738870209666,0.58252864680253
"Gene162",-0.917204631016586,0.71469179703854
"Gene163",0.340312415847559,0.906823070952669
"Gene164",-1.45768001675097,0.730931190075353
"Gene165",0.899628280339517,0.97438831301406
"Gene166",-0.4840212635176,0.528307642089203
"Gene167",-0.596618573947237,0.604160625254735
"Gene168",-1.89400520854995,0.621550680371001
"Gene169",-1.15604701458127,0.0568997343070805
"Gene170",0.411118858097761,0.125475775450468
"Gene171",-1.29244901169547,0.15227764332667
"Gene172",0.743592163096845,0.0938776098191738
"Gene173",-1.13792862114145,0.900303167756647
"Gene174",-0.893976034049387,0.182466606376693
"Gene175",-0.542092647197252,0.343473156215623
"Gene176",-0.706270869809334,0.536057065939531
"Gene177",0.953389179463816,0.304039134876803
"Gene178",-0.954037636057904,0.819035827880725
"Gene179",0.689428613902526,0.843979698838666
"Gene180",1.38307092361187,0.530433079227805
"Gene181",-0.176455206020661,0.432969060493633
"Gene182",-0.166370198563038,0.00916264206171036
"Gene183",-0.113520109850156,0.867216487415135
"Gene184",-0.193606412488135,0.537093708990142
"Gene185",0.258147281403025,0.305073155090213
"Gene186",-0.538312573388881,0.734164641238749
"Gene187",-1.17906281126601,0.123496572254226
"Gene188",0.90064742255755,0.674519127234817
"Gene189",-0.0162495475436597,0.793714274186641
"Gene190",0.178630489845262,0.16761211049743
"Gene191",0.601909019571056,0.974947056733072
"Gene192",0.261134379582267,0.0229877112433314
"Gene193",0.304065660177532,0.914966352283955
"Gene194",-0.645010399936505,0.877383827697486
"Gene195",0.409244671945655,0.644448461476713
"Gene196",-1.03781144590546,0.906331376405433
"Gene197",0.238561580039096,0.745761550031602
"Gene198",1.21603768949607,0.674946874612942
"Gene199",-0.593344190686854,0.804066500626504
"Gene200",-1.30268240661601,0.259241300169379
"Gene201",2.62570692575537,0.520989120705053
"Gene202",-1.00899774936674,0.57580551924184
"Gene203",0.375481171197805,0.508967798901722
"Gene204",0.0232051626555686,0.871844852343202
"Gene205",1.16448538051371,0.19133701431565
"Gene206",-0.0448651863839616,0.300803707214072
"Gene207",0.450186808917993,0.138655564282089
"Gene208",-0.0368351434799087,0.802741333609447
"Gene209",1.10486668524597,0.724913727026433
"Gene210",-0.377420923763227,0.855410661082715
"Gene211",0.285474162165455,0.37718438426964
"Gene212",0.117041666933379,0.60367257706821
"Gene213",2.36876352786156,0.0894361070822924
"Gene214",0.463977955315032,0.888114084489644
"Gene215",1.354138875141,0.590599602553993
"Gene216",-1.28260112677773,0.708410029532388
"Gene217",0.263963102509617,0.647827500710264
"Gene218",-0.858477074123832,0.5698359136004
"Gene219",0.329513655349912,0.390705985715613
"Gene220",0.621024485929558,0.188476017210633
"Gene221",-0.110952822013802,0.808789855102077
"Gene222",-1.27305998333345,0.524125950876623
"Gene223",0.0615776414610767,0.753280791454017
"Gene224",-0.057199099559972,0.588838004507124
"Gene225",1.64110262022281,0.495707425056025
"Gene226",0.279176249799521,0.38857953203842
"Gene227",0.741309713752406,0.242579048033804
"Gene228",-1.84291686981981,0.516284639015794
"Gene229",2.34960182743756,0.30193497124128
"Gene230",-0.995908780603779,0.465672680176795
"Gene231",-0.950119547624812,0.54756481712684
"Gene232",1.5115997427492,0.704194686375558
"Gene233",0.051426416501308,0.394975258968771
"Gene234",-1.01016327405231,0.153392016654834
"Gene235",2.02829156030995,0.720010904129595
"Gene236",-0.479387875098448,0.629469255218282
"Gene237",-2.60759390497476,0.491009323159233
"Gene238",1.23311018532363,0.0680062605533749
"Gene239",0.174777144654765,0.526924192672595
"Gene240",0.0556311555451301,0.495382933411747
"Gene241",-0.983249465811494,0.172598544508219
"Gene242",0.209242351993103,0.326653652591631
"Gene243",0.404911944258994,0.0368389142677188
"Gene244",-0.881453308591744,0.760882121510804
"Gene245",0.856203600014383,0.160129920579493
"Gene246",1.32074826720761,0.886572052724659
"Gene247",0.654585067748177,0.184898998122662
"Gene248",0.80501508634057,0.709087088005617
"Gene249",1.37867949661986,0.162556883413345
"Gene250",-1.02246388771276,0.0812656516209245
"Gene251",0.697449202190739,0.204738679574803
"Gene252",-0.294112568866263,0.449353459058329
"Gene253",-1.70915735015916,0.446155747165903
"Gene254",-0.398247287364576,0.376182846026495
"Gene255",-1.34952585931098,0.576481840573251
"Gene256",-0.269897557666925,0.634338651783764
"Gene257",-1.02630569338957,0.739887779811397
"Gene258",-0.889771338899121,0.716091722249985
"Gene259",0.157396187944464,0.310212353942916
"Gene260",2.29191592264652,0.616896269377321
"Gene261",2.83741488074884,0.88800884783268
"Gene262",1.37079135005675,0.735104515217245
"Gene263",0.77917821183458,0.0514836078509688
"Gene264",-1.40733257989618,0.135390388313681
"Gene265",-2.43218128965236,0.153652079636231
"Gene266",1.45243790469079,0.382819473510608
"Gene267",0.367179372880828,0.384004478575662
"Gene268",0.421504706412694,0.0587047450244427
"Gene269",2.16996295430128,0.709781090728939
"Gene270",-1.45314523265561,0.11801011278294
"Gene271",1.20742670828703,0.145474339136854
"Gene272",-0.281778133863167,0.703547768294811
"Gene273",0.698374905656978,0.795430461410433
"Gene274",1.28276495133919,0.116422018269077
"Gene275",1.50210008861218,0.600790927419439
"Gene276",0.314249774643572,0.248668870422989
"Gene277",0.464269768594754,0.867339530261233
"Gene278",-1.23017953670481,0.94570294348523
"Gene279",1.96092847367562,0.592829774366692
"Gene280",0.198049679482729,0.0880451933480799
"Gene281",0.327788809109078,0.818224975140765
"Gene282",-0.254231792326722,0.764909748686478
"Gene283",-2.12721107900218,0.586336822248995
"Gene284",0.560370770472574,0.453654327429831
"Gene285",0.94489164383021,0.922108008991927
"Gene286",-0.490374541164327,0.738348699640483
"Gene287",0.681962154767647,0.159866826841608
"Gene288",-0.325315909609789,0.114819509908557
"Gene289",1.0742489624704,0.68283945065923
"Gene290",-0.31242144104722,0.37191591411829
"Gene291",1.27545458826478,0.674983483273536
"Gene292",1.20278892281294,0.834372055483982
"Gene293",-1.04831148172512,0.131365307141095
"Gene294",1.81301587742076,0.280746767297387
"Gene295",-0.481404375753587,0.636164875235409
"Gene296",0.553952863049275,0.428813917562366
"Gene297",0.303149901932586,0.290387419518083
"Gene298",1.61954435481637,0.582175004063174
"Gene299",1.68376695421266,0.739971875445917
"Gene300",-0.375093197884608,0.642300684936345
"Gene301",-1.56599510625504,0.627784779993817
"Gene302",0.0580510792884653,0.8822133296635
"Gene303",-0.283488379068482,0.377221815753728
"Gene304",0.231023887560839,0.997940553352237
"Gene305",2.56039039907046,0.171808772021905
"Gene306",0.587993378080657,0.951004015281796
"Gene307",0.475252116687667,0.179254614282399
"Gene308",1.68212626173802,0.383600420784205
"Gene309",0.943839279930135,0.663089390844107
"Gene310",0.306717528081097,0.689849442103878
"Gene311",-1.27285428470493,0.0917117292992771
"Gene312",0.349881987375056,0.926495275693014
"Gene313",0.573118316945438,0.438600922003388
"Gene314",0.260194435940165,0.392943452345207
"Gene315",0.0837234438891848,0.829638590570539
"Gene316",0.103773624480391,0.446779952151701
"Gene317",1.68989992535331,0.133916343562305
"Gene318",-1.64694733166272,0.470122383674607
"Gene319",0.0632084258192329,0.71483372268267
"Gene320",0.647224932544936,0.813422696199268
"Gene321",-0.619621517106714,0.639175317017362
"Gene322",1.13313297938046,0.522876507136971
"Gene323",0.543583805408059,0.667834921507165
"Gene324",1.9333000087909,0.0113605186343193
"Gene325",0.596196237954408,0.139922769041732
"Gene326",-0.855681801733048,0.699681084370241
"Gene327",0.0213858498763998,0.585003356682137
"Gene328",2.4342444825379,0.372137255733833
"Gene329",1.78434869355513,0.795367231592536
"Gene330",0.803527500905698,0.452400594484061
"Gene331",1.91374919808741,0.329479874111712
"Gene332",0.425136657057529,0.9353517529089
"Gene333",-0.834222856297603,0.625340890837833
"Gene334",-0.0920587673942748,0.719497472979128
"Gene335",1.42224752943221,0.849358709761873
"Gene336",-0.943336045208236,0.568116997135803
"Gene337",0.926842761026778,0.0508934739045799
"Gene338",-0.00988349254956156,0.626466207904741
"Gene339",-0.0419560176883687,0.0811334487516433
"Gene340",-0.14867175215953,0.759552796836942
"Gene341",0.276299186641135,0.834253832465038
"Gene342",-1.11748498886088,0.769702216610312
"Gene343",-1.07251189475912,0.478229671949521
"Gene344",-1.48748892764544,0.822881582425907
"Gene345",-1.42685556624229,0.00689465925097466
"Gene346",1.870408989028,0.369579984806478
"Gene347",-0.0589120305630403,0.542319563217461
"Gene348",1.29736335072205,0.635262956144288
"Gene349",-0.303105579663499,0.253374367021024
"Gene350",-0.17601036670837,0.143281436059624
"Gene351",-0.88193915725577,0.247223092243075
"Gene352",0.114541837850972,0.87840413977392
"Gene353",0.629350766246939,0.822672821581364
"Gene354",-0.863314446673173,0.570712896529585
"Gene355",-0.17899690686714,0.415356758050621
"Gene356",0.942365633556448,0.428448972059414
"Gene357",-1.44869622188371,0.217731780605391
"Gene358",0.123148055138605,0.517670206027105
"Gene359",-2.40631803436571,0.940705536864698
"Gene360",-1.9692149548187,0.441386150196195
"Gene361",-0.291270470291229,0.116619056323543
"Gene362",0.526151912811661,0.714597848709673
"Gene363",1.56585190862284,0.564497439656407
"Gene364",0.756485327767399,0.825211484218016
"Gene365",-0.0943202495253681,0.846487983129919
"Gene366",-0.0402784782774812,0.785076219821349
"Gene367",0.217009839611698,0.405231137061492
"Gene368",-0.515063695468102,0.499271616572514
"Gene369",1.46016991740876,0.238903918769211
"Gene370",1.16117275643995,0.334710819181055
"Gene371",-2.06055832803393,0.78326491988264
"Gene372",0.304989091397922,0.664983593393117
"Gene373",0.5787400042848,0.944537986535579
"Gene374",-0.049300300753065,0.706010037334636
"Gene375",0.68752310025194,0.13513653492555
"Gene376",0.896613058603061,0.887017276370898
"Gene377",2.58547007432207,0.0623899577185512
"Gene378",0.684628806822702,0.447273925645277
"Gene379",-1.72352169722872,0.270077941706404
"Gene380",0.454316699973201,0.867888051550835
"Gene381",-0.491055333025913,0.392052976880223
"Gene382",0.110292087166192,0.412135355174541
"Gene383",-0.101981162938055,0.326944825006649
"Gene384",0.431817673281644,0.699715445749462
"Gene385",-0.143187509961277,0.0536447046324611
"Gene386",0.766382518308831,0.756237789522856
"Gene387",-1.57369035169872,0.883254023035988
"Gene388",0.979328278031795,0.780329904519022
"Gene389",-0.41628894554017,0.848956467118114
"Gene390",-1.67661264335506,0.498836209531873
"Gene391",-1.06525790694983,0.845799928763881
"Gene392",-0.986829795260206,0.858226111391559
"Gene393",0.896744337439618,0.222466558218002
"Gene394",-0.789347456104954,0.427837984403595
"Gene395",-0.153585133738261,0.117917317198589
"Gene396",-1.81794770364359,0.827050295425579
"Gene397",0.820767250264489,0.715986205497757
"Gene398",0.0298287755268864,0.727097759954631
"Gene399",1.97425452040004,0.897325678030029
"Gene400",-0.555857602738427,0.958577399142087
"Gene401",-0.196149251694838,0.736098957248032
"Gene402",-0.509154372873879,0.422120027709752
"Gene403",0.47217762253991,0.749914345797151
"Gene404",-1.78962332993376,0.01830571051687
"Gene405",-1.2559948822209,0.393292155582458
"Gene406",-1.11315573301134,0.679715136764571
"Gene407",0.306179481470537,0.39907656586729
"Gene408",-1.34892667831897,0.894352547591552
"Gene409",1.13753500020095,0.115039324620739
"Gene410",0.263694277460883,0.379381728358567
"Gene411",0.136737506043244,0.304240995785221
"Gene412",-1.49580676911335,0.601610603975132
"Gene413",0.352098214011201,0.238539280602708
"Gene414",0.918899614103024,0.336288064252585
"Gene415",-1.53170703740836,0.978184214793146
"Gene416",0.807715048197446,0.0673287394456565
"Gene417",-0.869604883049675,0.793277123011649
"Gene418",0.787432161176588,0.185330857755616
"Gene419",1.37761848210323,0.501923015573993
"Gene420",-0.00809984761123472,0.727236808510497
"Gene421",0.325121825533515,0.789417182328179
"Gene422",1.32199965419524,0.470479129813612
"Gene423",-0.991329301025653,0.220394286094233
"Gene424",-0.509325969426737,0.474987145280465
"Gene425",1.32815736207864,0.70177457225509
"Gene426",-0.267609337099211,0.755091173108667
"Gene427",-1.41816789687426,0.320629340130836
"Gene428",-0.0129872336530586,0.472106603905559
"Gene429",-0.792466690704873,0.397575135342777
"Gene430",0.946969708923466,0.467702341731638
"Gene431",0.940894277597887,0.372545700985938
"Gene432",0.100545578275783,0.547892665490508
"Gene433",-0.431842329854954,0.416235090699047
"Gene434",0.111992263328586,0.922603107290342
"Gene435",-0.291897329961103,0.327097061090171
"Gene436",-0.568573315794152,0.054014747031033
"Gene437",1.07793952590097,0.77883986546658
"Gene438",-0.567103988093808,0.0502081229351461
"Gene439",-0.204217184432427,0.84546515904367
"Gene440",0.563805676298601,0.150551824364811
"Gene441",-0.638972306149812,0.0599571934435517
"Gene442",-0.749418224966765,0.407131351996213
"Gene443",0.669136959258707,0.27790377731435
"Gene444",-1.01406453669609,0.548242210876197
"Gene445",0.677817317542286,0.956815470708534
"Gene446",2.29244811136427,0.95385940070264
"Gene447",-1.19982469810129,0.879347651731223
"Gene448",-1.67316176381983,0.180889654904604
"Gene449",0.626647506730119,0.440129417926073
"Gene450",0.712886934267779,0.432718336815014
"Gene451",0.278962352281563,0.545155506348237
"Gene452",0.733892499328579,0.507902606157586
"Gene453",-0.241552461053181,0.755830489797518
"Gene454",0.026149693365634,0.170602154685184
"Gene455",-0.195605975134773,0.636915705166757
"Gene456",0.146358356173761,0.997525808168575
"Gene457",2.19776356145889,0.268391857622191
"Gene458",-0.0036497619367633,0.354219168424606
"Gene459",-2.02266862278675,0.0624945135787129
"Gene460",0.525941868924946,0.538079060148448
"Gene461",0.0532823393295528,0.407568593742326
"Gene462",-0.829739992795342,0.403783472487703
"Gene463",-0.750250705711832,0.914276737486944
"Gene464",0.597253346899409,0.695814198581502
"Gene465",-0.611008388934617,0.960497405612841
"Gene466",1.14903375436359,0.889202310005203
"Gene467",-0.374448563977901,0.741181954275817
"Gene468",-2.73977197344201,0.294876703293994
"Gene469",-1.13847410564801,0.617920781020075
"Gene470",-1.37436487904069,0.346337387803942
"Gene471",-1.42410284189356,0.98518570815213
"Gene472",0.39690909942658,0.436215178342536
"Gene473",1.01667003019757,0.933670628815889
"Gene474",0.772107139430642,0.31169744161889
"Gene475",-0.0561574404712813,0.690877585206181
"Gene476",0.722279848350465,0.391081149689853
"Gene477",-2.41521733869109,0.85642660385929
"Gene478",-0.668216886426551,0.19913395633921
"Gene479",0.323006660893523,0.589218886336312
"Gene480",-1.10899726450296,0.345973321702331
"Gene481",0.465605619134645,0.565500653116032
"Gene482",0.59054437346879,0.117573359748349
"Gene483",-1.54060220122584,0.715034763794392
"Gene484",-0.357597048842373,0.131030644057319
"Gene485",1.08213264737723,0.948624755488709
"Gene486",0.834250553329819,0.29601744399406
"Gene487",1.42510170094785,0.219037503236905
"Gene488",1.93738234923564,0.67103794682771
"Gene489",-0.138723330120332,0.965379410889
"Gene490",-0.628470420655796,0.840312895132229
"Gene491",0.373014423771814,0.962380374781787
"Gene492",-1.58047436778282,0.230179762234911
"Gene493",-0.242224207865564,0.0124741389881819
"Gene494",0.057935235745793,0.652291022473946
"Gene495",0.186366345646506,0.251722364453599
"Gene496",-1.27250632341704,0.73151385365054
"Gene497",-1.09662814426441,0.199615478282794
"Gene498",-2.01274278424195,0.089473148342222
"Gene499",1.55830281928864,0.0856574818026274
"Gene500",-0.945192646773202,0.655317054362968
"Gene501",-1.99703650151274,0.453360338695347
"Gene502",0.113877481563435,0.463229784509167
"Gene503",-0.240912889585062,0.0339785926043987
"Gene504",-2.04465649838763,0.493346103467047
"Gene505",2.08796047492839,0.277023807866499
"Gene506",-0.341708729108708,0.452795665245503
"Gene507",0.395364193640622,0.571247866377234
"Gene508",-0.0113711140694811,0.683801045641303
"Gene509",1.12398627324562,0.788919488200918
"Gene510",0.508032643558732,0.266926662996411
"Gene511",2.13803407319932,0.0495108233299106
"Gene512",-0.426881294557995,0.97843700600788
"Gene513",-0.918593861122612,0.263767338357866
"Gene514",-0.851566803767798,0.414240539073944
"Gene515",-0.871136431298447,0.754092594608665
"Gene516",0.182443826911351,0.126135828439146
"Gene517",0.831624695734889,0.137679328210652
"Gene518",-0.360268799876513,0.614738993579522
"Gene519",-0.67130799498397,0.73448180151172
"Gene520",-0.00175798337153255,0.716726108454168
"Gene521",0.818329171458375,0.731278144288808
"Gene522",0.100624104866856,0.487586097093299
"Gene523",0.588339480746875,0.226965746842325
"Gene524",0.263093960002167,0.716328909853473
"Gene525",-0.639723756887138,0.430085160303861
"Gene526",-0.63003199999788,0.81535213207826
"Gene527",1.30415174754032,0.0918965702876449
"Gene528",0.533364346675942,0.528237364254892
"Gene529",-1.85262022888201,0.544465902494267
"Gene530",0.600429409971098,0.990863661281765
"Gene531",-0.276509752904673,0.867560586659238
"Gene532",-0.281273348761947,0.379347846377641
"Gene533",-0.314878581212255,0.0885917851701379
"Gene534",0.664429062047113,0.783824138110504
"Gene535",-2.71388916167859,0.417821435024962
"Gene536",1.25356115374478,0.593251577811316
"Gene537",1.78685246208364,0.398528954247013
"Gene538",-0.54024778800687,0.0632070701103657
"Gene539",3.56044630084042,0.0304184427950531
"Gene540",-0.417739873445315,0.544810017570853
"Gene541",0.204727830405594,0.101229713531211
"Gene542",-0.844254000536557,0.508259129477665
"Gene543",-0.140006494599192,0.337732515064999
"Gene544",0.176172153558462,0.0194206435699016
"Gene545",0.41637105582898,0.681238535093144
"Gene546",-1.06697640171578,0.851068859454244
"Gene547",0.414296994136676,0.366552107501775
"Gene548",-1.38195731508354,0.538901161402464
"Gene549",-0.615945036788384,0.400485713966191
"Gene550",-2.01225393397692,0.166189062874764
"Gene551",0.477774988128901,0.532633880153298
"Gene552",0.406840290249827,0.810698896180838
"Gene553",-0.38009057872833,0.404858925146982
"Gene554",1.2945750843937,0.757490180898458
"Gene555",0.677565026321258,0.174743958981708
"Gene556",-2.06874102866277,0.303514563012868
"Gene557",-0.550101662322447,0.393405003240332
"Gene558",-0.167570303882504,0.747933285776526
"Gene559",-0.967409048726583,0.215810756897554
"Gene560",-0.446646766513149,0.400995429372415
"Gene561",-1.49124965530495,0.392630866263062
"Gene562",0.208095315686227,0.484633705578744
"Gene563",-0.229464063865022,0.142005928792059
"Gene564",-0.0789160891604542,0.025060718646273
"Gene565",-0.362868145169151,0.80350863491185
"Gene566",1.33683210685056,0.0463073798455298
"Gene567",1.82017264813318,0.381127719767392
"Gene568",-2.08535896663077,0.622393575729802
"Gene569",-0.0952337091494241,0.865488409530371
"Gene570",0.256218840808255,0.527461699908599
"Gene571",-0.100014376539477,0.531127203954384
"Gene572",1.43552739321301,0.605318892048672
"Gene573",-1.40077991290609,0.607179585145786
"Gene574",-0.63045342960822,0.334891024045646
"Gene575",0.0466014552429235,0.277171252993867
"Gene576",1.35685065969488,0.112769322702661
"Gene577",0.0658163949998142,0.543266565771773
"Gene578",-0.35152614172193,0.860069802729413
"Gene579",1.20351647018345,0.91843153629452
"Gene580",0.275725441471666,0.292019905522466
"Gene581",-0.25128566038055,0.570772134698927
"Gene582",0.0225395172537265,0.694823799887672
"Gene583",1.52365551315648,0.785855863010511
"Gene584",-1.27676311151369,0.744962944183499
"Gene585",1.38807741484638,0.113443423295394
"Gene586",-0.170765815599005,0.315960139734671
"Gene587",-0.43685167891064,0.462811783188954
"Gene588",0.601308867090806,0.0710768876597285
"Gene589",-1.59649673989283,0.950757999205962
"Gene590",0.752356102816857,0.875633005518466
"Gene591",0.291507691728474,0.652839724440128
"Gene592",0.742644002869427,0.149111108155921
"Gene593",2.63519563377249,0.439650087850168
"Gene594",1.48346230678205,0.646443371893838
"Gene595",-0.236998296951927,0.0844508428126574
"Gene596",-1.01789552192527,0.677817507879809
"Gene597",1.99297617047714,0.123879003338516
"Gene598",-0.0299327487523159,0.0755592763889581
"Gene599",0.0813739456782247,0.780460850335658
"Gene600",0.691715599233073,0.145508015295491
"Gene601",-0.278527427592083,0.774071025662124
"Gene602",-1.72839802963,0.15067598852329
"Gene603",1.09812469849558,0.902222160017118
"Gene604",-0.361160218248996,0.632027604617178
"Gene605",-0.298615947195329,0.495804388076067
"Gene606",0.516617760677236,0.856734636239707
"Gene607",1.19155659369642,0.509916697861627
"Gene608",0.558855096866923,0.0483057489618659
"Gene609",-0.00158566684499039,0.335610003676265
"Gene610",0.491348512466424,0.381550619145855
"Gene611",-0.901439179543106,0.812478681793436
"Gene612",0.652323182271127,0.530693486332893
"Gene613",-1.73723899663846,0.739586276002228
"Gene614",-0.127373331444733,0.964928676141426
"Gene615",-0.137223048094752,0.671737954718992
"Gene616",-0.700659573772988,0.602553677279502
"Gene617",-0.0371053071612028,0.312633028253913
