"Gene","log2FC","p_value"
"Gene180",-0.525806976271121,0.952735662460327
"Gene181",1.1430293694878,0.68906617583707
"Gene182",-0.658538048846008,0.163440789096057
"Gene183",-0.317179972927657,0.171451789792627
"Gene184",-0.535468211379302,0.949510289588943
"Gene185",0.50912958721181,0.756236241199076
"Gene186",0.311358770078762,0.43758251494728
"Gene187",0.636320801732666,0.186660766135901
"Gene188",-1.44359990104475,0.234336545690894
"Gene189",-0.178324927806782,0.735399324679747
"Gene190",0.612977392484648,0.294374186778441
"Gene191",-0.162907767368325,0.654752053320408
"Gene192",0.289934529926864,0.707690703915432
"Gene193",-1.0724193800251,0.673665388487279
"Gene194",0.612898063445942,0.337953318608925
"Gene195",-0.400224876505546,0.724628986557946
"Gene196",-0.0082483534151662,0.0340567049570382
"Gene197",0.664989772540825,0.52168820402585
"Gene198",-0.101955927657438,0.714276091195643
"Gene199",0.832452863454819,0.515326489694417
"Gene200",-0.152632292704985,0.761243459070101
"Gene201",1.30192550252992,0.144970217486843
"Gene202",0.91854189286204,0.774103989358991
"Gene203",-0.314954966698868,0.526028284570202
"Gene204",0.187028342045335,0.252860396867618
"Gene205",1.70710375329869,0.995867332676426
"Gene206",-0.106674113613199,0.589175150031224
"Gene207",-0.082493692690806,0.108027767390013
"Gene208",0.70531162883036,0.503669829340652
"Gene209",-0.0929286280855942,0.0886462556663901
"Gene210",0.0459462599477464,0.00335112027823925
"Gene211",-0.0744372951440918,0.471858988050371
"Gene212",-0.752791864177159,0.30974655947648
"Gene213",0.397132240326663,0.182555889943615
"Gene214",2.34467833182746,0.979774180334061
"Gene215",-0.547590064719462,0.120272046653554
"Gene216",-0.473962996036531,0.287810697453097
"Gene217",-0.143716294631847,0.933619450544938
"Gene218",-0.963265809357867,0.192757420474663
"Gene219",-1.44631479465262,0.446058671921492
"Gene220",-0.281991132830662,0.565693217562512
"Gene221",0.439976242813436,0.0679602061863989
"Gene222",0.0502519992220628,0.680819165660068
"Gene223",0.575910808858606,0.021172798704356
"Gene224",-0.309012913241949,0.994417048525065
"Gene225",0.276892606449805,0.740496368147433
"Gene226",1.96635693242898,0.682569911004975
"Gene227",-1.2337840242449,0.511293460149318
"Gene228",-0.00842506808630987,0.631338451523334
"Gene229",-2.11650615067479,0.615400124806911
"Gene230",1.26607310188646,0.32282896572724
"Gene231",-0.574050073014021,0.450266826432198
"Gene232",2.0383375588056,0.225092125590891
"Gene233",-1.51318290612276,0.539969711331651
"Gene234",1.24168846725956,0.924430147046223
"Gene235",2.16056231846543,0.303917203331366
"Gene236",0.0332732210613804,0.116410437505692
"Gene237",-0.507083511923244,0.221504732733592
"Gene238",-0.600282224862328,0.239856063621119
"Gene239",-0.290762795135379,0.390428863232955
"Gene240",0.31702445754317,0.0417253971099854
"Gene241",0.264844882213811,0.147489365190268
"Gene242",-1.00877361286114,0.692178872181103
"Gene243",2.23673353418961,0.739928392926231
"Gene244",-1.13738608527437,0.214011357398704
"Gene245",-0.689419901920556,0.637998456833884
"Gene246",0.494939987808133,0.350077841896564
"Gene247",-0.16713958450277,0.591909294016659
"Gene248",0.79799340955947,0.836364195914939
"Gene249",1.34695455516997,0.0577738122083247
"Gene250",-0.37927753092677,0.322900964180008
"Gene251",0.631684332114832,0.26026423368603
"Gene252",0.724933240640562,0.254696495365351
"Gene253",0.0895528076646084,0.842222912469879
"Gene254",0.810351351544123,0.650750467786565
"Gene255",0.173908013727093,0.347325811628252
"Gene256",0.646843803411184,0.227337629999965
"Gene257",-0.0699259691482507,0.763795990031213
"Gene258",-0.217791366752548,0.921656699851155
"Gene259",-2.89559586291582,0.186943821841851
"Gene260",1.1975592880762,0.842451871838421
"Gene261",0.431360418221012,0.586126659065485
"Gene262",-0.395964033158825,0.941018175333738
"Gene263",-0.67937432974915,0.61445125634782
"Gene264",-0.574831850942177,0.656798655400053
"Gene265",-0.43612999588254,0.794472793815657
"Gene266",-1.07507769641045,0.706283716019243
"Gene267",1.42569916635206,0.594599569449201
"Gene268",-0.56897359791635,0.0615241350606084
"Gene269",0.972933389086138,0.626472057541832
"Gene270",1.19477117837745,0.618584541603923
"Gene271",-0.0920492396543835,0.650020943023264
"Gene272",-1.55599707375803,0.4082025680691
"Gene273",0.859894551450411,0.804214638657868
"Gene274",0.786837154752199,0.0877511724829674
"Gene275",1.29519713802177,0.117813307326287
"Gene276",0.596922718694594,0.188071114011109
"Gene277",-1.90888095246096,0.463440884603187
"Gene278",-0.5012174435389,0.679361935704947
"Gene279",0.282357233457471,0.334861699258909
"Gene280",-0.576047456284299,0.906095509417355
"Gene281",0.82161157418336,0.906280489172786
"Gene282",1.45284231009391,0.555195769062266
"Gene283",-0.858148308532358,0.684561861911789
"Gene284",-0.108170050402019,0.713315248256549
"Gene285",1.08624999070076,0.909929749555886
"Gene286",-0.143556121543724,0.742232370423153
"Gene287",1.68860314262769,0.403042093617842
"Gene288",0.927200886670719,0.64641814888455
"Gene289",0.186520516034757,0.0260527778882533
"Gene290",1.60169732772849,0.37308691535145
"Gene291",0.421376465033749,0.314205691684037
"Gene292",-0.203267454176688,0.623326657805592
"Gene293",-0.937317223376397,0.709426565328613
"Gene294",0.741721616596778,0.909000575309619
"Gene295",0.86458081971124,0.817371602403
"Gene296",1.63458783788807,0.58678396535106
"Gene297",1.47084472288269,0.340668785152957
"Gene298",-0.579195572505483,0.672390155261382
"Gene299",-0.699242203619428,0.117037421790883
"Gene300",-0.739840148155133,0.774463429581374
"Gene301",-0.353685519552938,0.513485889416188
"Gene302",-1.67416010003648,0.00416291086003184
"Gene303",0.541399451559414,0.185018304735422
"Gene304",0.00922399436681487,0.408009761245921
"Gene305",-0.714827338768027,0.236805475782603
"Gene306",-0.0930341825147483,0.084650736534968
"Gene307",-0.6593445173075,0.858593209646642
"Gene308",-0.533743783826439,0.686764455866069
"Gene309",0.0613762254711196,0.0286517245694995
"Gene310",-0.968018080978898,0.465612055268139
"Gene311",0.218631167143082,0.624595104949549
"Gene312",0.247683484940969,0.715999869629741
"Gene313",0.193362485795434,0.163016634061933
"Gene314",0.622732012616939,0.37013280694373
"Gene315",-0.360070287253234,0.262107703601941
"Gene316",0.240539976959394,0.746633412782103
"Gene317",-0.167605026878834,0.71166177187115
"Gene318",0.182741419119302,0.580131358001381
"Gene319",-0.44465235107242,0.790635810466483
"Gene320",0.457436622486319,0.286502024624497
"Gene321",-1.22111328074248,0.584801952587441
"Gene322",-0.646618783144808,0.131084383931011
"Gene323",-1.2843865462429,0.952788546681404
"Gene324",-1.25832892643897,0.259318474680185
"Gene325",1.61201515270952,0.0573775039520115
"Gene326",-0.0316590547291039,0.981839256593958
"Gene327",-0.578301435135662,0.410864581353962
"Gene328",0.0648737063549887,0.865755985258147
"Gene329",-0.782644081537404,0.96876442595385
"Gene330",0.0408297278760734,0.873932162066922
"Gene331",0.529390775343083,0.507540962425992
"Gene332",-0.34406928406666,0.419468336971477
"Gene333",-1.26494321318529,0.888335438678041
"Gene334",-0.05245262705505,0.424311526119709
"Gene335",-0.233255181176473,0.855375441489741
"Gene336",0.126164586174167,0.397734791273251
"Gene337",0.511526461782851,0.985050342045724
"Gene338",-1.53791096350952,0.919524278491735
"Gene339",-1.10663687652338,0.25887646805495
"Gene340",-0.519875459140066,0.883600148838013
"Gene341",0.541893957219814,0.795465403934941
"Gene342",0.342323230039707,0.446183819090948
"Gene343",-0.578390036474262,0.608931840863079
"Gene344",-2.00465870169058,0.934391681104898
"Gene345",-1.30840009370094,0.436902190092951
"Gene346",-0.736528175229927,0.268046464305371
"Gene347",0.117775768892225,0.186607547337189
"Gene348",0.249408423888387,0.0819838643074036
"Gene349",0.621616211377712,0.46464918111451
"Gene350",0.0523073409820912,0.548968471353874
"Gene351",1.43073410655073,0.274869289947674
"Gene352",2.23726100352511,0.478207325795665
"Gene353",-0.685402508130865,0.911089998902753
"Gene354",-0.943209478100336,0.197119649499655
"Gene355",0.647480929756013,0.313184198457748
"Gene356",0.389474570080617,0.821159460581839
"Gene357",0.354864506610461,0.0981902850326151
"Gene358",-0.625196523432423,0.710752674844116
"Gene359",0.264189496761897,0.588528208900243
"Gene360",-2.21749395928937,0.43049076711759
"Gene361",0.987139391146297,0.282561860978603
"Gene362",-0.727595305034949,0.521584516158327
"Gene363",-1.63900558578914,0.155597953824326
"Gene364",-0.622271903941319,0.936684468528256
"Gene365",0.104432257538081,0.44656563620083
"Gene366",1.59628421919887,0.628659923328087
"Gene367",-0.59428390088051,0.277761644683778
"Gene368",0.277554010808468,0.838531270856038
"Gene369",-0.336898837440731,0.774874345865101
"Gene370",-0.306319683790207,0.385908416938037
"Gene371",0.79225375446982,0.180314727360383
"Gene372",0.555870408962805,0.0712887835688889
"Gene373",-0.544762383293968,0.654206745093688
"Gene374",-0.417371522674944,0.343348590191454
"Gene375",0.39025074734802,0.129036639351398
"Gene376",0.366754988659319,0.912667370401323
"Gene377",-0.311719234283149,0.0800782304722816
"Gene378",0.922878389494409,0.897336346097291
"Gene379",1.43357366447069,0.165005210554227
"Gene380",0.941520646835563,0.83093643351458
"Gene381",0.87257488866928,0.0946250290144235
"Gene382",0.70801166887384,0.361952994950116
"Gene383",-0.128653514918761,0.460336522432044
"Gene384",-0.585360350163146,0.636958360671997
"Gene385",1.74100697758439,0.17620183294639
"Gene386",0.459918212988764,0.385480601573363
"Gene387",0.526374882828987,0.438264627242461
"Gene388",-1.35478779586579,0.342153820674866
"Gene389",0.832078853602689,0.913585297064856
"Gene390",-1.06950868001263,0.194529693340883
"Gene391",0.669054952346986,0.164332545595244
"Gene392",1.68708422381614,0.865099985618144
"Gene393",-0.231211256239207,0.605887173907831
"Gene394",-0.299397298477665,0.0694355443120003
"Gene395",0.378962241438622,0.501548311207443
"Gene396",0.964716565924337,0.530729201156646
"Gene397",0.23538577117168,0.109235923504457
"Gene398",-1.03537957262193,0.585446466691792
"Gene399",0.449016199826593,0.290845592971891
"Gene400",-0.323217214445763,0.00304908095858991
"Gene401",-0.85893836068982,0.193087670020759
"Gene402",-2.25454867311829,0.815239714691415
"Gene403",-0.720874433224158,0.282928975997493
"Gene404",-1.75055378730125,0.0622363628353924
"Gene405",0.706402855734768,0.601009701145813
"Gene406",-0.224154856539314,0.856235365616158
"Gene407",0.122412050379109,0.7049025434535
"Gene408",-0.53033174713523,0.663266705349088
"Gene409",-0.367556330682399,0.356845329748467
"Gene410",-0.286491709210915,0.0667249166872352
"Gene411",-0.095620550262511,0.435571914538741
"Gene412",-0.0349477978929992,0.583573769778013
"Gene413",1.49218622195502,0.0824948514346033
"Gene414",-0.412539068404144,0.642441944917664
"Gene415",-0.709022154973013,0.886348794680089
"Gene416",-1.72448273337093,0.427858126116917
"Gene417",1.83792445181223,0.277046793838963
"Gene418",0.846652137758864,0.698297420749441
"Gene419",0.913576550465487,0.899864689214155
"Gene420",0.825620284568781,0.243897920707241
"Gene421",0.728693691719145,0.900781047297642
"Gene422",-1.81758465495858,0.307228175923228
"Gene423",-1.86405543913213,0.649840207537636
"Gene424",-1.05695907795527,0.465803169645369
"Gene425",0.599285483360439,0.622754164040089
"Gene426",0.132806335770648,0.352278422564268
"Gene427",-0.299195662602542,0.694381187204272
"Gene428",0.233024133864049,0.496508455602452
"Gene429",-0.436739901974234,0.807471045758575
"Gene430",0.702573462694338,0.567032630555332
"Gene431",0.237939791797059,0.22944208746776
"Gene432",-1.21820505201861,0.213029741309583
"Gene433",0.459519828558978,0.890002321684733
"Gene434",-0.487024052647173,0.590833303052932
"Gene435",-0.550629356905759,0.724876472493634
"Gene436",-0.568112318589435,0.417749193031341
"Gene437",0.389828746900208,0.799972728826106
"Gene438",0.551563051977457,0.0523337970953435
"Gene439",0.251244569975282,0.263314894866198
"Gene440",-0.0121775532483411,0.0602614241652191
"Gene441",0.564056683875603,0.612456867005676
"Gene442",0.956140168011189,0.263287817360833
"Gene443",-0.895405669578057,0.437283445615321
"Gene444",0.741251347704673,0.227574996650219
"Gene445",1.91078835118999,0.58406249107793
"Gene446",-1.36077316548726,0.612422202946618
"Gene447",-0.213072847481956,0.87429157551378
"Gene448",-0.638990838720391,0.866721038240939
"Gene449",0.667443761419173,0.134892577538267
"Gene450",0.452455105179993,0.435276236850768
"Gene451",0.0506114656082683,0.808433545287699
"Gene452",1.52126847902565,0.312484374735504
"Gene453",-0.590560405450192,0.812060222495347
"Gene454",1.49268673329639,0.20966686704196
"Gene455",-1.22692557378663,0.0324222894851118
"Gene456",-0.714686280987554,0.772520774742588
"Gene457",-0.358648698496757,0.709317376371473
"Gene458",-0.334312883392118,0.572089343564585
"Gene459",0.790325738390029,0.91439241101034
"Gene460",0.807064557631939,0.140381921315566
"Gene461",0.136730740338578,0.660973977530375
"Gene462",0.627787446299933,0.690937413834035
"Gene463",-0.352050140476933,0.573180029168725
"Gene464",-0.325789042060643,0.099555678665638
"Gene465",0.44122110805288,0.502052315045148
"Gene466",-0.284948267230387,0.0400686403736472
"Gene467",-0.15444500452888,0.370339832967147
"Gene468",-1.65287904015542,0.377708039013669
"Gene469",-0.290782238346529,0.914381662849337
"Gene470",-0.763239415685362,0.59691436169669
"Gene471",0.317015048116446,0.209803569596261
"Gene472",0.199622970082348,0.463043613592163
"Gene473",-1.09710465246929,0.989664362045005
"Gene474",-0.287672263605236,0.282904866151512
"Gene475",-0.579942906421092,0.584689985029399
"Gene476",-0.0138053868169704,0.127289118710905
"Gene477",0.329842625697526,0.547330626985058
"Gene478",-0.739447558850568,0.0659301436971873
"Gene479",1.0445860454059,0.314773901365697
"Gene480",-1.78996214508223,0.541275166673586
"Gene481",1.44209286202388,0.730685984482989
"Gene482",-0.471928637997842,0.975417860085145
"Gene483",1.27784312273236,0.107828641775995
"Gene484",0.56159615249891,0.185586448991671
"Gene485",0.981067966146739,0.870913843158633
"Gene486",0.736190656808001,0.834739651763812
"Gene487",0.263190092448786,0.23526171175763
"Gene488",-0.265971151908456,0.876946051372215
"Gene489",1.02713915757306,0.860052005155012
"Gene490",0.464937101827448,0.482819379074499
"Gene491",0.583434907137686,0.116597136715427
"Gene492",-0.7403146433644,0.410892558749765
"Gene493",-0.298917319495282,0.22587100090459
"Gene494",0.0895115443418307,0.366596657549962
"Gene495",0.188169371508466,0.0439374931156635
"Gene496",0.0812748226444108,0.506458993768319
"Gene497",0.689481652216589,0.555867753922939
"Gene498",-0.610797449672354,0.477609761990607
"Gene499",0.00192294288671814,0.911402877653018
"Gene500",0.780894878037243,0.659613207215443
"Gene501",-0.111105011486339,0.57452038442716
"Gene502",1.61837595319891,0.216411029687151
"Gene503",0.523345262998783,0.850135717075318
"Gene504",0.577360737043478,0.222573147853836
"Gene505",-0.601099677299582,0.232030331622809
"Gene506",-0.597503483438492,0.170175428269431
"Gene507",-0.862270818351331,0.086147221038118
"Gene508",-0.816541678852994,0.913820214569569
"Gene509",-0.286341659016142,0.50492951925844
"Gene510",0.614948506107317,0.0177565803751349
"Gene511",0.936247454802903,0.791820322163403
"Gene512",1.66152746169459,0.403668724000454
"Gene513",-0.659643590915948,0.323378934757784
"Gene514",-0.0937918773338585,0.151227989932522
"Gene515",-1.35584245047438,0.305004205554724
"Gene516",1.66202394069336,0.0975602024700493
"Gene517",-0.684111130043419,0.0552814661059529
"Gene518",-1.85107371074331,0.868763588601723
"Gene519",-0.203318174391761,0.566214026417583
"Gene520",-0.444205383326948,0.152221869444475
"Gene521",-1.13084119092926,0.74316223920323
"Gene522",-0.854708701304565,0.574305239832029
"Gene523",-0.578455925180466,0.329804748762399
"Gene524",1.24567897635977,0.714481667615473
"Gene525",0.0043997697484642,0.947803862392902
"Gene526",0.704358527295797,0.126907392172143
"Gene527",-1.02550670058867,0.595821210183203
"Gene528",-0.501624037900234,0.364234982058406
"Gene529",0.792425039904894,0.46280481829308
"Gene530",-1.84946859607145,0.915665331296623
"Gene531",0.00220282540127984,0.797423416981474
"Gene532",0.0972921947300514,0.281298721209168
"Gene533",-0.532816207201385,0.194515150273219
"Gene534",-0.792999321609494,0.924518188461661
"Gene535",-0.162555675438912,0.384895004797727
"Gene536",0.827242707288167,0.781589516904205
"Gene537",1.07407547458679,0.106176535598934
"Gene538",0.563466771224393,0.226117159007117
"Gene539",2.24337057393523,0.605226940009743
"Gene540",2.17158234917796,0.755499199964106
"Gene541",1.43537814003513,0.926122180651873
"Gene542",1.23929180742682,0.959611140890047
"Gene543",0.892329672550445,0.398488552309573
"Gene544",-0.635455197750291,0.247160893399268
"Gene545",0.231144946534781,0.0450740966480225
"Gene546",-0.437034124087135,0.326062902808189
"Gene547",-1.33231972352431,0.923719101352617
"Gene548",0.627898010279963,0.415028338553384
"Gene549",0.534329408569299,0.35535003291443
"Gene550",-1.9212243273742,0.176344939041883
"Gene551",1.20560462620083,0.866432942217216
"Gene552",1.51675989816733,0.271577915875241
"Gene553",0.805450355005051,0.895404110662639
"Gene554",0.432467818358331,0.0840157431084663
"Gene555",-0.820581318630702,0.685103686293587
"Gene556",-1.54713615475686,0.714628838468343
"Gene557",0.563180005224235,0.385824846569449
"Gene558",0.485599720988767,0.300517859170213
"Gene559",0.699896893124973,0.564251119736582
"Gene560",0.665315878113512,0.70906530180946
"Gene561",-0.513565888888919,0.677234818227589
"Gene562",0.126414391110126,0.552608978236094
"Gene563",0.480970557494703,0.0821644745301455
"Gene564",-0.271092653368277,0.961041370872408
"Gene565",-0.120115481549912,0.715386973693967
"Gene566",0.519273535062855,0.414812081959099
"Gene567",-0.915114658419043,0.0977917856071144
"Gene568",-0.783048680392237,0.681690286844969
"Gene569",1.74349282361731,0.386218720348552
"Gene570",0.434677695055874,0.759748895186931
"Gene571",-1.25799344622372,0.267245279857889
"Gene572",0.822710026847895,0.438790175598115
"Gene573",0.443926868018391,0.0779629787430167
"Gene574",-1.16636247996588,0.314851447241381
"Gene575",-0.458919123423554,0.978476624935865
"Gene576",0.264577314186427,0.725996835390106
"Gene577",-0.650825083709583,0.961018510628492
"Gene578",-2.26813170851708,0.140809536911547
"Gene579",0.963761431839652,0.649442448513582
"Gene580",1.3922377935896,0.0892208453733474
"Gene581",1.14161722637252,0.379275976680219
"Gene582",-0.89922312676837,0.972897916100919
"Gene583",-0.968135770470292,0.925626769894734
"Gene584",0.43492623171041,0.9238366256468
"Gene585",0.293476052327864,0.0809218171052635
"Gene586",1.9508233911313,0.438135688193142
"Gene587",1.99102599478376,0.452370292507112
"Gene588",2.30507153898867,0.117846152978018
"Gene589",0.662689961705534,0.811246889643371
"Gene590",-1.00488580970527,0.69074797234498
"Gene591",-1.08922956091389,0.254602257860824
"Gene592",-0.8963028513946,0.816037607612088
"Gene593",1.47118885469763,0.222827512538061
"Gene594",0.013943251264924,0.463514568051323
"Gene595",0.325460162460452,0.561699824174866
"Gene596",-1.13470605590752,0.786433982895687
"Gene597",0.83559802029637,0.114509085193276
"Gene598",-0.815996233555312,0.656828995794058
"Gene599",-1.15346959824112,0.106351672904566
"Gene600",1.34423702298374,0.933613718487322
"Gene601",-1.58047039892428,0.807329829549417
"Gene602",-1.1969266940966,0.106193267041817
"Gene603",0.383786840647653,0.353133491007611
"Gene604",-0.253373061913191,0.849442259408534
"Gene605",0.224299932358901,0.711057518841699
"Gene606",-1.72940634881984,0.943292357726023
"Gene607",-0.30899270964422,0.0106344255618751
"Gene608",-0.641452990776989,0.773267795331776
"Gene609",-0.368825234329708,0.83301258017309
"Gene610",-0.267766626341572,0.968975944910198
"Gene611",1.59045540897542,0.999045989708975
"Gene612",0.758069227348773,0.548645009752363
"Gene613",-0.483423871789339,0.453898994950578
"Gene614",1.34529322661578,0.613307522144169
"Gene615",-1.59219036454129,0.329210967989638
"Gene616",1.08965531259019,0.684962374856696
